meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
421538,1090410,Wednesday 4th December 2024,Sunderland,17:43,D4,261m,1st £105 | Others £50 Race Total £355,1st,1,607694,Sweet Soul Music,D Blackbird,"Rls,Bmp&Led1",2/1F,-,16.40,Jan-2021,29.0,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 29.0 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=421538&raceId=1090410
421175,1088667,Wednesday 27th November 2024,Sunderland,17:24,D4,261m,1st £105 | Others £50 Race Total £355,2nd,1,607694,Sweet Soul Music,D Blackbird,"Rails,LedToRunIn",7/4F,-,16.21 (1),Jan-2021,28.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=421175&raceId=1088667
418508,1075803,Monday 7th October 2024,Sunderland,15:44,D3,261m,1st £105 | Others £50 Race Total £355,3rd,1,607694,Sweet Soul Music,D Blackbird,"Rails,EveryChance",5/1,-,16.05 (1/2),Jan-2021,28.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=418508&raceId=1075803
418175,1074573,Wednesday 2nd October 2024,Sunderland,16:09,D3,261m,1st £105 | Others £50 Race Total £355,2nd,1,607694,Sweet Soul Music,D Blackbird,"Rls,LedRunUpToNearLine",4/1,-,16.23 (HD),Jan-2021,28.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=418175&raceId=1074573
417687,1071940,Sunday 22nd September 2024,Sunderland,13:59,D4,261m,1st £105 | Others £50 Race Total £355,1st,1,607694,Sweet Soul Music,D Blackbird,"Rails,LedRunUp",5/2,-,16.19 (1 1/2),Jan-2021,28.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=417687&raceId=1071940
417335,1069970,Sunday 15th September 2024,Sunderland,13:42,D4,261m,1st £105 | Others £45 Race Total £330,4th,2,607694,Sweet Soul Music,D Blackbird,"MidToRails,ClearRun",11/4,-,16.56 (1/2),Jan-2021,28.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=417335&raceId=1069970
416518,1066264,Sunday 1st September 2024,Sunderland,13:08,D4,261m,1st £120 | Others £60 Race Total £420,4th,1,607694,Sweet Soul Music,D Blackbird,"EP,Rails,Blk1,(HT)",7/2,-,16.71 (1 1/4),Jan-2021,28.1,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.1 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=416518&raceId=1066264
415924,1063383,Wednesday 21st August 2024,Sunderland,16:09,D4,261m,1st £105 | Others £45 Race Total £330,3rd,1,607694,Sweet Soul Music,D Blackbird,"MidToRails,LedRunUpTo2",15/8,-,16.41 (1 3/4),Jan-2021,27.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=415924&raceId=1063383
415534,1061651,Wednesday 14th August 2024,Sunderland,17:43,D3,261m,1st £105 | Others £45 Race Total £330,3rd,1,607694,Sweet Soul Music,D Blackbird,"MidToRails,Bumped1",12/1,-,16.42 (SH),Jan-2021,27.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=415534&raceId=1061651
414922,1058979,Sunday 4th August 2024,Sunderland,12:18,D3,261m,1st £105 | Others £45 Race Total £330,4th,1,607694,Sweet Soul Music,D Blackbird,"MidToRails,LedTo1&Bmp",8/1,-,16.71 (1/2),Jan-2021,27.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=414922&raceId=1058979
414621,1057467,Monday 29th July 2024,Sunderland,17:37,D3,261m,1st £105 | Others £45 Race Total £330,5th,2,607694,Sweet Soul Music,D Blackbird,"MidToRls,BmpRunUp&2",14/1,-,16.40 (NK),Jan-2021,27.3,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.3 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=414621&raceId=1057467
412945,1049733,Sunday 30th June 2024,Sunderland,12:18,D3,261m,1st £105 | Others £45 Race Total £330,5th,1,607694,Sweet Soul Music,D Blackbird,"HitRails&Fell1,(ReQul)",20/1,-,null (DIS),Jan-2021,27.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=412945&raceId=1049733
410911,1038859,Sunday 19th May 2024,Sunderland,12:24,A7,450m,1st £130 | Others £50 Race Total £380,5th,1,607694,Sweet Soul Music,D Blackbird,"Rails,LedRunUpTo4",11/4,05.05,28.65 (SH),Jan-2021,27.3,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.3 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=410911&raceId=1038859
410405,1035956,Wednesday 8th May 2024,Sunderland,14:04,A6,450m,1st £135 | Others £55 Race Total £410,6th,1,607694,Sweet Soul Music,D Blackbird,"MiddleToRails,Crowded1",28/1,05.10,29.01 (2 3/4),Jan-2021,26.7,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.7 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=410405&raceId=1035956
408292,1023117,Friday 22nd March 2024,Crayford,15:07,A9,380m,1st £115 | 2nd £45 | Others £45 Race Total £340,3rd,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLd-Bmp 3/4,Rls",5/2,03.64,24.55 (1 3/4),Jan-2021,26.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=408292&raceId=1023117
408121,1021674,Saturday 16th March 2024,Crayford,14:09,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,2nd,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLdTo 1/4,Bmp1",6/1,03.60,24.16 (4),Jan-2021,27.0,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.0 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=408121&raceId=1021674
407931,1020548,Tuesday 12th March 2024,Crayford,19:03,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,4th,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo1,Crd3",8/1,03.56,24.38 (3 1/4),Jan-2021,26.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=407931&raceId=1020548
407616,1018557,Tuesday 5th March 2024,Crayford,18:44,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,3rd,1,607694,Sweet Soul Music,D Blackbird,"Crd3,Rls",7/1,03.74,24.39 (1),Jan-2021,26.9,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.9 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=407616&raceId=1018557
407410,1017225,Thursday 29th February 2024,Crayford,13:51,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,5th,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo 1/2,Rls",14/1,03.63,24.41 (1 1/4),Jan-2021,26.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=407410&raceId=1017225
407141,1015457,Friday 23rd February 2024,Crayford,17:19,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £330,3rd,1,607694,Sweet Soul Music,D Blackbird,"Rls,Crd3",15/2,03.69,24.81 (10 3/4),Jan-2021,26.0,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.0 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=407141&raceId=1015457
406866,1013657,Friday 16th February 2024,Crayford,16:24,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £330,5th,1,607694,Sweet Soul Music,D Blackbird,"QAw,Crd3,Rls",7/1,03.64,24.41 (2 1/4),Jan-2021,26.1,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.1 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406866&raceId=1013657
406694,1012112,Sunday 11th February 2024,Crayford,20:14,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,5th,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo2,Bmp3",12/1,03.57,24.55 (3/4),Jan-2021,26.1,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.1 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406694&raceId=1012112
406512,1010778,Tuesday 6th February 2024,Crayford,19:56,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,5th,1,607694,Sweet Soul Music,D Blackbird,"QAw,Ld-BmpRls1",5/1,03.64,24.36 (SH),Jan-2021,26.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 26.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406512&raceId=1010778
406320,1009540,Thursday 1st February 2024,Crayford,15:07,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,1st,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLd,Rls,HeldOn",7/1,03.65,24.18 (HD),Jan-2021,27.0,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.0 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406320&raceId=1009540
406169,1008152,Saturday 27th January 2024,Crayford,15:07,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,4th,1,607694,Sweet Soul Music,D Blackbird,"EP,DispTo2,Rls",6/1,03.62,24.24 (HD),Jan-2021,27.1,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.1 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406169&raceId=1008152
406012,1006801,Tuesday 23rd January 2024,Crayford,19:03,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,4th,1,607694,Sweet Soul Music,D Blackbird,"Bmp1& 1/4,Rls",4/1,03.59,24.26 (1 1/4),Jan-2021,27.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=406012&raceId=1006801
405658,1004451,Saturday 13th January 2024,Crayford,15:27,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,4th,1,607694,Sweet Soul Music,D Blackbird,"EP,DispTo1,Crd2&3",9/4JF,03.61,24.24 (1),Jan-2021,27.8,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.8 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=405658&raceId=1004451
405488,1003170,Tuesday 9th January 2024,Crayford,18:27,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,1st,1,607694,Sweet Soul Music,D Blackbird,"QAw,ALd,Rls",1/1F,03.53,24.18 (1 3/4),Jan-2021,27.9,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.9 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=405488&raceId=1003170
405240,1001412,Tuesday 2nd January 2024,Crayford,18:44,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,3rd,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo 1/2,Rls",15/8,03.61,24.15 (1/2),Jan-2021,27.1,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.1 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=405240&raceId=1001412
405010,999445,Tuesday 26th December 2023,Crayford,13:15,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,2nd,1,607694,Sweet Soul Music,D Blackbird,"EP,2ndFrom1,Rls",3/1,03.65,24.09 (5),Jan-2021,27.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=405010&raceId=999445
404865,998395,Tuesday 19th December 2023,Crayford,20:43,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,2nd,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo 1/4,Rls",10/3,03.63,24.21 (2 1/4),Jan-2021,27.9,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.9 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=404865&raceId=998395
404612,996496,Tuesday 12th December 2023,Crayford,21:18,A7,380m,1st £180 | 2nd £60 | Others £60 Race Total £420,2nd,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdToNrLn,Rls",3/1,03.61,24.00 (1/2),Jan-2021,27.8,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.8 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=404612&raceId=996496
404453,995408,Thursday 7th December 2023,Crayford,17:37,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,2nd,1,607694,Sweet Soul Music,D Blackbird,"QAw,LdTo3",3/1,03.54,23.91 (1 3/4),Jan-2021,27.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=404453&raceId=995408
404108,992834,Tuesday 28th November 2023,Crayford,18:33,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,3rd,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLdTo 1/4,Chl3",5/1,03.65,24.29 (1),Jan-2021,28.0,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.0 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=404108&raceId=992834
403862,990836,Tuesday 21st November 2023,Crayford,18:48,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,3rd,1,607694,Sweet Soul Music,D Blackbird,"QAw,Ld-Bmp1,Rls",11/2,03.58,24.25 (3/4),Jan-2021,27.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=403862&raceId=990836
403482,988383,Saturday 11th November 2023,Crayford,20:05,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,3rd,1,607694,Sweet Soul Music,D Blackbird,"EP,Ld1-Bmp3,Bmp 3/4,Rls",5/2,03.66,24.40 (3 1/4),Jan-2021,27.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=403482&raceId=988383
403146,986034,Friday 3rd November 2023,Crayford,17:18,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,2nd,1,607694,Sweet Soul Music,D Blackbird,"Disp-Bmp1,2ndFrom 1/4",11/4,03.64,24.02 (5 1/2),Jan-2021,27.5,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.5 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=403146&raceId=986034
402963,984792,Saturday 28th October 2023,Crayford,18:40,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £325,1st,2,607694,Sweet Soul Music,D Blackbird,"EP,Disp-Ld1,Rls",5/2,03.65,24.15 (1),Jan-2021,27.8,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.8 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=402963&raceId=984792
402817,983334,Tuesday 24th October 2023,Crayford,21:02,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,5th,1,607694,Sweet Soul Music,D Blackbird,"MsdBrk,Bmp1,Rls",6/4F,03.72,24.36 (1 1/2),Jan-2021,27.7,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.7 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=402817&raceId=983334
402588,981426,Tuesday 17th October 2023,Crayford,21:02,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,2nd,1,607694,Sweet Soul Music,D Blackbird,"EP,2ndFrom1,Rls",5/2,03.58,23.90 (2 1/2),Jan-2021,28.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=402588&raceId=981426
402409,980070,Thursday 12th October 2023,Crayford,14:23,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £380,3rd,1,607694,Sweet Soul Music,D Blackbird,"EP,2ndFrom1-NrLn,Rls",9/2,03.62,24.05 (SH),Jan-2021,28.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=402409&raceId=980070
402081,977480,Tuesday 3rd October 2023,Crayford,20:03,A7,380m,1st £130 | 2nd £50 | Others £50 Race Total £330,3rd,1,607694,Sweet Soul Music,D Blackbird,"Bmp1,Rls",11/2,03.61,23.94 (2),Jan-2021,28.4,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.4 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=402081&raceId=977480
401925,976232,Thursday 28th September 2023,Crayford,17:54,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £325,1st,1,607694,Sweet Soul Music,D Blackbird,"Bmp1& 1/4,Crd3,LdNrLn",2/1,03.72,24.39 (SH),Jan-2021,28.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=401925&raceId=976232
401690,974476,Friday 22nd September 2023,Crayford,14:23,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £375,5th,1,607694,Sweet Soul Music,D Blackbird,"VSAw,Rls",11/4,03.93,24.42 (3/4),Jan-2021,28.5,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.5 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=401690&raceId=974476
401376,971709,Tuesday 12th September 2023,Crayford,20:03,A9,380m,1st £115 | 2nd £45 | Others £45 Race Total £340,1st,1,607694,Sweet Soul Music,D Blackbird,"EP,Ld1,Rls",11/10F,03.64,24.03 (1 1/2),Jan-2021,28.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=401376&raceId=971709
401185,970536,Thursday 7th September 2023,Crayford,17:18,A9,380m,1st £115 | 2nd £45 | Others £45 Race Total £295,,1,607694,Sweet Soul Music,D Blackbird,-,-,-,-,Jan-2021,-,b - be,Droopys Gold,Westmead Lola,Jan-2021 | - | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=401185&raceId=970536
401030,969218,Saturday 2nd September 2023,Crayford,21:05,A8,380m,1st £125 | 2nd £50 | Others £50 Race Total £325,2nd,1,607694,Sweet Soul Music,D Blackbird,"QAw,DispRnUp-Ld 1/2ToNrLn",6/1,03.56,23.95 (SH),Jan-2021,28.3,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 28.3 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=401030&raceId=969218
400727,966687,Thursday 24th August 2023,Crayford,15:58,A8,380m,1st £120 | 2nd £45 | Others £45 Race Total £300,4th,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLdTo1,Rls",7/1,03.56,23.98 (1 1/4),Jan-2021,27.6,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.6 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=400727&raceId=966687
400486,964835,Thursday 17th August 2023,Crayford,15:38,A8,380m,1st £120 | 2nd £45 | Others £45 Race Total £300,4th,1,607694,Sweet Soul Music,D Blackbird,"Bmp1,Crd2& 1/2,Rls",3/1,03.64,24.56 (1 1/2),Jan-2021,27.2,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.2 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=400486&raceId=964835
400309,963605,Saturday 12th August 2023,Crayford,20:00,A9,380m,1st £110 | 2nd £45 | Others £45 Race Total £245,1st,1,607694,Sweet Soul Music,D Blackbird,"EP,SnLd,Rls",7/4F,03.57,23.93 (2),Jan-2021,27.8,b - be,Droopys Gold,Westmead Lola,Jan-2021 | 27.8 | b - be | Droopys Gold - Westmead Lola,https://www.gbgb.org.uk/meeting/?meetingId=400309&raceId=963605
