meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url,odds_ratio,time_seconds,primary_color,weight_kg,trap_numeric,distance_meters,comment_early_pace,comment_led,comment_crowded,comment_strong_finish,comment_middle_runner,comment_rails_runner,comment_wide_runner,dist_range_0_300m,dist_range_301_500m,dist_range_501_700m,dist_range_701_1000m,age_at_race,trap_track_bias
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,1st,5,529754,How Ye Hilda,J M Ray,"MidTW,Ld 1/2",1/1F,04.01,30.51 (HD),Apr-2018,28.1,b - bk,Jaytee Jet,How Ye Now,Apr-2018 | 28.1 | b - bk | Jaytee Jet - How Ye Now,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973,2.0,4.01,bk,28.1,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,2nd,4,508673,Touchedbyanangel,R W Liddington,"Mid,ChlRnIn",20/1,04.04,30.53 (HD),May-2016,35.2,b - be,Scolari Me Daddy,Kilrara Lizzie,May-2016 | 35.2 | b - be | Scolari Me Daddy - Kilrara Lizzie,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973,21.0,4.04,be,35.2,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,3rd,2,507623,Savana Glib,J M Ray,"Rls,LdT 1/2",7/2,03.88,31.12 (7 1/2),Apr-2016,35.8,d - bk,Superior Product,Abeba,Apr-2016 | 35.8 | d - bk | Superior Product - Abeba,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973,4.5,3.88,bk,35.8,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,4th,3,535740,Empire King,V A Lea,"MidTRls,SAw",15/8,04.11,31.26 (1 3/4),Aug-2018,32.5,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.5 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973,2.875,4.11,bk,32.5,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360673,623973,Saturday 15th February 2020,Henlow,18:18,A10,460m,1st £100 | Others £40 | Race Total £300,5th,1,533804,Dance Amy,G E Elwell,"Rls,SAw",6/1,04.13,31.27 (SH),Aug-2018,23.8,b - bk,Laughil Duke,Dance Melissa,Aug-2018 | 23.8 | b - bk | Laughil Duke - Dance Melissa,https://www.gbgb.org.uk/meeting/?meetingId=360673&raceId=623973,7.0,4.13,bk,23.8,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,1st,6,510480,Rui Dragon,P J Manley,"SnLd,LftClr",5/1,03.92,28.86 (11 3/4),Oct-2015,31.1,d - bk,Ballymac Eske,Snug Star,Oct-2015 | 31.1 | d - bk | Ballymac Eske - Snug Star,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,6.0,3.92,bk,31.1,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,2nd,5,494980,Sporting Lady,B Green,Bmp1,8/1,04.00,29.80 (11 3/4),Dec-2015,27.0,b - wbe,Scolari Me Daddy,Plutos Rena,Dec-2015 | 27.0 | b - wbe | Scolari Me Daddy - Plutos Rena,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,9.0,4.0,be,27.0,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,3rd,3,535740,Empire King,V A Lea,"SAw,Bmp1",3/1,04.01,29.83 (NK),Aug-2018,32.4,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.4 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,4.0,4.01,bk,32.4,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,4th,1,527338,Our Angel Eyes,G E Elwell,"MidTRls,Bmp1",7/4F,03.99,29.95 (1 1/2),Jan-2018,27.1,b - be,Droopys Nidge,Gotoon Nancy,Jan-2018 | 27.1 | b - be | Droopys Nidge - Gotoon Nancy,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,2.75,3.99,be,27.1,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,5th,4,528660,Only One Jota,J M Ray,"Rls&BmpStart,Bmp1",5/1,04.03,30.40 (5 3/4),Dec-2017,33.6,d - bk,Kisses For Cloda,Kathleens Rabbo,Dec-2017 | 33.6 | d - bk | Kisses For Cloda - Kathleens Rabbo,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,6.0,4.03,bk,33.6,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
360985,626814,Monday 24th February 2020,Henlow,11:39,A10,460m,1st £100 | Others £40 | Race Total £300,6th,2,514653,Mustang Happy,J Blunt,BmpStart&1&2&4,4/1,04.02,30.44 (1/2),Dec-2016,29.1,b - bk,Fabregas,Global Queen,Dec-2016 | 29.1 | b - bk | Fabregas - Global Queen,https://www.gbgb.org.uk/meeting/?meetingId=360985&raceId=626814,5.0,4.02,bk,29.1,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,1st,6,523465,Demolition Dolly,J M Ray,Ld 3/4,9/4F,03.96,29.05 (1 3/4),Sep-2017,27.0,b - bd,Droopys Jet,Letmebelucky,Sep-2017 | 27.0 | b - bd | Droopys Jet - Letmebelucky,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,3.25,3.96,bd,27.0,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,2nd,4,535740,Empire King,V A Lea,LdT 3/4,7/2,03.94,29.18 (1 3/4),Aug-2018,32.6,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.6 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,4.5,3.94,bk,32.6,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,3rd,3,527398,Fieldview Chief,T J Nevin,Crd 1/2,5/2,03.98,29.60 (5 1/4),Jan-2018,29.1,d - wbk,Droopys Nidge,Gotoon Nancy,Jan-2018 | 29.1 | d - wbk | Droopys Nidge - Gotoon Nancy,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,3.5,3.98,bk,29.1,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,4th,5,513608,Debbie Jezabelle,K C Robins,"VSAw,Crd 1/2& 3/4",12/1,04.14,29.68 (1),Mar-2017,25.7,b - bk,Head Bound,Santas Sapphire,Mar-2017 | 25.7 | b - bk | Head Bound - Santas Sapphire,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,13.0,4.14,bk,25.7,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,5th,2,527338,Our Angel Eyes,G E Elwell,"SAw,Crd 3/4",3/1,04.00,29.78 (1 1/4),Jan-2018,27.0,b - be,Droopys Nidge,Gotoon Nancy,Jan-2018 | 27.0 | b - be | Droopys Nidge - Gotoon Nancy,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,4.0,4.0,be,27.0,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361045,627515,Friday 28th February 2020,Henlow,08:27,A10,460m,1st £100 | Others £40 | Race Total £300,6th,1,517130,Droopys Luca,F J Gray,"VSAw,Crd 1/2& 3/4",7/1,04.09,30.05 (3 1/2),May-2017,29.7,d - bkw,Quietly,Mutual Dilemma,May-2017 | 29.7 | d - bkw | Quietly - Mutual Dilemma,https://www.gbgb.org.uk/meeting/?meetingId=361045&raceId=627515,8.0,4.09,bk,29.7,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,1st,2,535740,Empire King,V A Lea,"EP,MidTRls,SnLd,Styd",5/4F,03.87,28.82 (5 1/2),Aug-2018,32.6,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.6 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,2.25,3.87,bk,32.6,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,2nd,1,527042,Bobs Duke,M A Wallis,Chl 1/2,7/2,03.96,29.25 (5 1/2),Sep-2017,32.0,d - bd,Adageo Bob,Fairest Royal,Sep-2017 | 32.0 | d - bd | Adageo Bob - Fairest Royal,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,4.5,3.96,bd,32.0,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,3rd,5,529754,How Ye Hilda,J M Ray,StydOn,5/2,03.95,29.35 (1 1/4),Apr-2018,29.0,b - bk,Jaytee Jet,How Ye Now,Apr-2018 | 29.0 | b - bk | Jaytee Jet - How Ye Now,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,3.5,3.95,bk,29.0,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,4th,3,513608,Debbie Jezabelle,K C Robins,"VSAw,Crd 1/2",8/1,04.06,29.46 (1 1/2),Mar-2017,25.6,b - bk,Head Bound,Santas Sapphire,Mar-2017 | 25.6 | b - bk | Head Bound - Santas Sapphire,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,9.0,4.06,bk,25.6,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,5th,4,532597,Hack Up Robin,J M Ray,"BmpStt,Crd 1/2",10/1,04.09,29.90 (5 1/2),Jan-2018,30.8,b - bk,Sparta Maestro,Expert Jess,Jan-2018 | 30.8 | b - bk | Sparta Maestro - Expert Jess,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,11.0,4.09,bk,30.8,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361221,629111,Tuesday 3rd March 2020,Henlow,08:43,A10,460m,1st £100 | Others £40 | Race Total £300,6th,6,483877,Pennys Twitch,G E Elwell,VSAw,8/1,04.07,30.01 (1 1/2),Mar-2015,28.3,b - bd,Deanridge Viking,Pennys Mrsturpin,Mar-2015 | 28.3 | b - bd | Deanridge Viking - Pennys Mrsturpin,https://www.gbgb.org.uk/meeting/?meetingId=361221&raceId=629111,9.0,4.07,bd,28.3,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,1st,4,531708,Quivers Dreamer,K C Robins,"MidTW,Ld1",5/1,03.86,28.86 (2 1/4),Jul-2018,28.8,b - bkw,Droopys Jet,Quivershillcroft,Jul-2018 | 28.8 | b - bkw | Droopys Jet - Quivershillcroft,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,6.0,3.86,bk,28.8,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,2nd,5,514402,Liosgarbh Cahy,G E Elwell,ClrRun,4/1,03.87,29.04 (2 1/4),Nov-2016,32.9,d - bk,Corporate Attack,Liosgarbh Penny,Nov-2016 | 32.9 | d - bk | Corporate Attack - Liosgarbh Penny,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,5.0,3.87,bk,32.9,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,3rd,6,503083,Savana Jody,M E Westwood,"EP,Chl2-3",8/1,03.84,29.40 (4 1/2),Sep-2015,28.1,b - bk,Money Talks,Jaytee Monroe,Sep-2015 | 28.1 | b - bk | Money Talks - Jaytee Monroe,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,9.0,3.84,bk,28.1,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,4th,1,518051,Fieldview Sky,T J Nevin,Crd1,4/1,03.91,29.54 (1 3/4),Jun-2017,26.0,b - bk,Skywalker Puma,Chocolate Chip,Jun-2017 | 26.0 | b - bk | Skywalker Puma - Chocolate Chip,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,5.0,3.91,bk,26.0,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,5th,2,535770,San Fran Niamh,V A Lea,Crd1&2,2/1F,03.92,29.85 (4),Aug-2018,30.0,b - bd,Superior Product,Footfield Dory,Aug-2018 | 30.0 | b - bd | Superior Product - Footfield Dory,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,3.0,3.92,bd,30.0,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361486,631392,Tuesday 10th March 2020,Henlow,09:52,A8,460m,1st £110 | Others £40 | Race Total £310,6th,3,535740,Empire King,V A Lea,Crd1&2,3/1,03.89,29.86 (SH),Aug-2018,32.5,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.5 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361486&raceId=631392,4.0,3.89,bk,32.5,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,1st,3,535740,Empire King,V A Lea,ALd,5/2,03.80,28.13 (4 3/4),Aug-2018,32.0,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.0 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,3.5,3.8,bk,32.0,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,2nd,5,522786,Kit Valentine,G E Elwell,"FinWll,BmpRnIn",4/1,03.91,28.51 (4 3/4),Nov-2017,29.5,b - bebd,Droopys Roddick,Ballymac Andwhy,Nov-2017 | 29.5 | b - bebd | Droopys Roddick - Ballymac Andwhy,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,5.0,3.91,bd,29.5,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,3rd,4,520140,Up Donegal,B P Warren,"BCrd2,BmpRnIn",2/1F,03.89,28.54 (NK),Jul-2017,26.6,b - bk,Ballymac Vic,Miss Whiskers,Jul-2017 | 26.6 | b - bk | Ballymac Vic - Miss Whiskers,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,3.0,3.89,bk,26.6,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,4th,6,522349,Slice Of Spice,J M Ray,BCrd2,4/1,03.87,29.02 (6),Aug-2017,29.5,b - bk,Ballymac Vic,Quarterland Sue,Aug-2017 | 29.5 | b - bk | Ballymac Vic - Quarterland Sue,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,5.0,3.87,bk,29.5,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,5th,1,522850,Peruvian Scoobie,J M Ray,"SAw,HitRls1",8/1,04.05,29.03 (SH),Oct-2017,26.9,b - bd,Sir Paddy,Slippark Scoobie,Oct-2017 | 26.9 | b - bd | Sir Paddy - Slippark Scoobie,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,9.0,4.05,bd,26.9,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361661,633209,Saturday 14th March 2020,Henlow,18:03,A9,460m,1st £105 | Others £40 | Race Total £305,6th,2,526049,Domino Ninja,M A Wallis,MvdOff&BCrd2,5/1,03.90,29.48 (5 3/4),Nov-2017,25.8,b - bk,Aero Majestic,Domino Storm,Nov-2017 | 25.8 | b - bk | Aero Majestic - Domino Storm,https://www.gbgb.org.uk/meeting/?meetingId=361661&raceId=633209,6.0,3.9,bk,25.8,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,1st,3,530890,Savana Noble,G A Payne,"VQAw,ALd",11/8F,03.71,28.05 (4 1/4),Apr-2018,26.6,b - be,Droopys Roddick,Boraderra Angel,Apr-2018 | 26.6 | b - be | Droopys Roddick - Boraderra Angel,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289,2.375,3.71,be,26.6,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,2nd,2,535816,Savana Ela Ela,P Tsirigotis,"EP,Styd",13/8,03.79,28.39 (4 1/4),Jul-2018,31.7,d - bk,Droopys Jet,Princess Mel,Jul-2018 | 31.7 | d - bk | Droopys Jet - Princess Mel,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289,2.625,3.79,bk,31.7,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,3rd,4,535740,Empire King,V A Lea,"QAw,Crd1",9/2,03.74,28.75 (4 1/2),Aug-2018,32.5,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.5 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289,5.5,3.74,bk,32.5,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
361797,634289,Friday 20th March 2020,Henlow,08:27,P2,460m,1st £180 | Others £50 | Race Total £430,4th,6,531393,Lady Speranza,G E Elwell,"QAw,Crd1",4/1,03.73,28.76 (SH),Jun-2018,26.2,b - bk,Ballymac Eske,Cat Girl,Jun-2018 | 26.2 | b - bk | Ballymac Eske - Cat Girl,https://www.gbgb.org.uk/meeting/?meetingId=361797&raceId=634289,5.0,3.73,bk,26.2,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,1st,3,535740,Empire King,V A Lea,"EP,Ld1",5/2,03.78,28.24 (5 3/4),Aug-2018,32.1,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.1 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,3.5,3.78,bk,32.1,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,2nd,1,518411,Savana Roscoe,M E Westwood,"QAw,LdT1",2/1F,03.77,28.69 (5 3/4),Jun-2017,30.0,d - bk,Crash,Rosies Lari,Jun-2017 | 30.0 | d - bk | Crash - Rosies Lari,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,3.0,3.77,bk,30.0,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,3rd,4,518464,Domino Joe,C Wilson,Crd4,5/2,03.87,28.76 (1),Nov-2016,34.6,d - be,Godsend,Woodside Ruby,Nov-2016 | 34.6 | d - be | Godsend - Woodside Ruby,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,3.5,3.87,be,34.6,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,4th,5,507345,Mustang Nelson,G E Elwell,"SAw,Styd",8/1,03.90,28.79 (NK),Jul-2016,35.2,d - bk,Confident Rankin,Point Hondo,Jul-2016 | 35.2 | d - bk | Confident Rankin - Point Hondo,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,9.0,3.9,bk,35.2,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,5th,6,493016,Manu Folly,G E Elwell,"SAw,CutIn2",8/1,03.98,28.89 (1 1/4),Nov-2015,26.6,b - bk,Superior Product,Lavally Diva,Nov-2015 | 26.6 | b - bk | Superior Product - Lavally Diva,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,9.0,3.98,bk,26.6,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362285,644070,Sunday 7th June 2020,Henlow,15:37,A8,460m,1st £110 | Others £40 | Race Total £310,6th,2,513113,Tonightsthenight,S J Rayner,Crd 1/2,11/2,03.88,28.92 (NK),Sep-2016,29.2,b - fw,Tyrur Big Mike,Full Of Beans,Sep-2016 | 29.2 | b - fw | Tyrur Big Mike - Full Of Beans,https://www.gbgb.org.uk/meeting/?meetingId=362285&raceId=644070,6.5,3.88,f,29.2,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,1st,1,518337,Savana Angel,G A Payne,"EP,Ld 1/2",11/4,03.78,27.98 (1),May-2017,27.6,b - bkw,Tullymurry Act,Victoria Station,May-2017 | 27.6 | b - bkw | Tullymurry Act - Victoria Station,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,3.75,3.78,bk,27.6,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,2nd,6,508726,Savana Marlene,M E Westwood,"VQAw,LdT 1/2",9/4JF,03.70,28.07 (1),Oct-2016,27.6,b - bk,Tullymurry Act,Airfield Mistake,Oct-2016 | 27.6 | b - bk | Tullymurry Act - Airfield Mistake,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,0.0,3.7,bk,27.6,6,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,3rd,2,534451,Agincourt Xman,J M Ray,"Crd2,RanOn",9/4JF,03.83,28.10 (NK),Jul-2018,34.3,d - bk,Blackstone Marco,Agincourt Xpress,Jul-2018 | 34.3 | d - bk | Blackstone Marco - Agincourt Xpress,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,0.0,3.83,bk,34.3,2,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,4th,4,506085,Silverview Mork,T Tungatt,Crd2&3,5/1,03.86,28.26 (2),Oct-2016,34.5,d - bkw,Farley Turbo,Silverview Perky,Oct-2016 | 34.5 | d - bkw | Farley Turbo - Silverview Perky,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,6.0,3.86,bk,34.5,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,5th,3,535740,Empire King,V A Lea,"EP,Crd3",6/1,03.79,28.32 (3/4),Aug-2018,32.0,d - bk,Kinloch Brae,Steponitstacey,Aug-2018 | 32.0 | d - bk | Kinloch Brae - Steponitstacey,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,7.0,3.79,bk,32.0,3,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362522,646921,Monday 15th June 2020,Henlow,13:52,A7,460m,1st £115 | Others £40 | Race Total £315,6th,5,531393,Lady Speranza,G E Elwell,"EP,Crd2",12/1,03.80,28.62 (3 3/4),Jun-2018,25.6,b - bk,Ballymac Eske,Cat Girl,Jun-2018 | 25.6 | b - bk | Ballymac Eske - Cat Girl,https://www.gbgb.org.uk/meeting/?meetingId=362522&raceId=646921,13.0,3.8,bk,25.6,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,1st,4,506085,Silverview Mork,T Tungatt,"FinStr,LdRnIn",11/4,03.81,28.10 (3/4),Oct-2016,34.8,d - bkw,Farley Turbo,Silverview Perky,Oct-2016 | 34.8 | d - bkw | Farley Turbo - Silverview Perky,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755,3.75,3.81,bk,34.8,4,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,2nd,5,518010,Fieldview Sienna,T J Nevin,LdBrfly 3/4,7/2,03.83,28.15 (3/4),Jul-2017,28.7,b - bk,Romeo Recruit,Sporting Dame,Jul-2017 | 28.7 | b - bk | Romeo Recruit - Sporting Dame,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755,4.5,3.83,bk,28.7,5,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
362856,648755,Monday 22nd June 2020,Henlow,12:52,A7,460m,1st £115 | Others £40 | Race Total £315,3rd,1,507468,Ballymac Aloha,T J Nevin,"QAw,LdT 3/4",6/1,03.74,28.51 (4 1/2),Nov-2016,27.8,b - be,Ballymac Best,Coolavanny Angie,Nov-2016 | 27.8 | b - be | Ballymac Best - Coolavanny Angie,https://www.gbgb.org.uk/meeting/?meetingId=362856&raceId=648755,7.0,3.74,be,27.8,1,460,0,0,0,0,0,0,0,0,1,0,0,3.0,0.15
