dogName,dogId
Parabolica,540824
Gump Express,541124
Stroke For Duke,541324
Angels Spirit,541424
Pantone Jones,541624
Coney Le Blanc,102310
Jaytee Havana,541824
Fearsome Patriot,541924
Supreme Thor,543024
Moschino Baby,543224
Unlikely Jet,543324
Davina,543424
Killieford Kody,110790
Killduff Frankie,543724
Sexy Lexie,543824
Chopchop Ted,543924
Clear Motive,544024
Pea Pea Rosebud,544224
Franco Claire,544624
Earls Magical,545424
Asgood As Blue,546124
Izzy Get Busy,546224
Lad Dog,546324
Moneyhill Maggie,546524
Sunshine Gem,546624
Kellies Opal,546824
Bogger Bruno,547024
Kelseys Nikita,547124
Dotty Lue,547424
Brer Shrew,547624
Ferryforth Patsy,547724
Wellott Ruby,547924
Sailor Lad,548024
Hurry On Megan,548224
Romantic Tori,100996
Pumas Hope,548424
Malbay Ellie,548624
Sandyhill Zebo,548824
Colonize,549324
Galvarino,549424
Boomin Nova,549624
Tiptop Cleopatra,549824
Awayhegoes,549924
Insane Chef,550024
Wolfe Sister,550124
Mini Mcgee,550224
Lone Marker,550424
Joyces Banjo,550524
Clover Spark,550824
Anglesey Hustle,550924
Carneys Fizz,551224
Rock Cakes,551324
Ballyquane Dubh,551524
Posh Playa,551824
Phoenix Rocket,551924
Gymstar Power,552224
Hollyhill Fatboy,552524
Call Me Tom,552724
Timmy Tops,552824
Vander Layden,552924
Oakgrove Tinker,553124
Lady Pluck,553224
Knockbann Lady,553424
Passage West Fox,553524
Snowbird,553624
Rathdaniel Ebony,553724
Malbay Mo Salah,554024
Moyar Lane,554224
Oldinn Robin,554724
Great Name That,576724
Gizmo Cash,581424
Fine Artist,581624
Evelyns Rose,581824
Jayjay Whoosh,581924
Havana Ivory,582324
Dingo Dollar,582424
Unknown Gladys,582524
Murlens Mai,583024
Hasskona Hagi,584324
Come On Sue,584424
Whiteys Fable,584524
Random Borris,584624
Wor Nancy,584824
Silvus Prionsa,585024
Snooty Doris,585124
Classy Fernando,585724
Kanturk Blue,587324
Mohican Justine,587624
Forever Autumn,587724
Fagans Kante,588024
Crystal Belle,588124
Dinner Bambos,588624
Jumbos Mistake,588724
Broken Brella,588924
Run On Patsy,589024
Dingys Shez,589124
Thirty Two Bags,589424
Babs Bonnie,589524
Confey Charm,590924
Crooks Hawk,591124
Coppice Brewer,591324
Clonleigh Sadie,591524
Trevilla Storm,591624
Bramble Bear,592124
Rhapsody Queen,592224
Droopys Earner,593324
Coconut Dan,593424
Fabulous Chloe,593724
Ballintee Lucky,593824
Moorstown Veevee,594024
Garrison Wilton,594224
Honour Augustus,600124
Stevie Ohbee,600224
Longacres Foley,600524
Glengar Panama,600624
Dakota,600824
Emilys Jet,601124
We,602424
Alnwick Delano,602524
Feora Lilly,602624
Pincher Mac,604824
Lady Casey,605424
Cons Sandy,605524
Ballymoyler Mac,605724
Dunkeld Isla,605824
Turkey,605924
Lets Be Real,606024
Sporting Vivi,606824
Forest Diamond,607524
Natural Maestro,607624
Ring The Best,609124
Pennys Ollie,609324
Crafty Toto,609424
Dark Artery,609624
Telex Pretty,609924
Trevilla Blue,610524
Kates Bojangle,612024
Itsurwinner,612824
Hayleys Comet,613224
Mohican Bernard,613324
Who Needs Wings,614924
Ardera Woo Hoo,615024
Trinity Junior,619024
Fireguard,619324
Savana Hector,619424
Baked Alaska,619824
Pads Survivor,620024
Enchanting Irish,620124
Watchhall Annie,620224
Pounda Prisna,620324
Scotch Thunder,620424
Boomerang Flash,620624
Capel Frantastic,621124
Ri Flyer,621224
Mineolasuperstar,621324
Westforth Xena,621624
Good Dancer,621724
Coordination,621824
Springwood Kayla,621924
Moaning Zoff,622124
Distant Josh,622324
Fire Gate,622424
Lilfirerocket,622724
Budges Girls,622924
Lukes Trinity,623024
Yankee Vixen,623224
Slingshot Phil,623324
Billis Blazer,623424
Surprise Jodee,623524
Silverhill Boss,623724
Maudist,624224
Tullig Signal,624424
Wendil Waves,624724
Anniegeturgun,624824
Notinmyname,625024
Glengar Bridie,625124
Hogans Run,625224
New Destiny,625324
Crystal Heidi,625524
Ashdown Hauler,625624
Burrow Flyer,625824
Tinks Girl,626224
Lexis Majestic,626324
Droopys Clue,626424
Rapido Mike,626524
Dream Skylar,626724
Highview Duty,627024
Sirdar,627124
Stand By,627324
Aero Chubby,627424
Tip Top Maid,627524
Westfield Wonder,627624
Alice Next Door,628024
Dunns River,628124
Burrows Ruby,628224
Hollyoak Zeus,628424
Havana Yvonne,628524
Singalong Cilla,628624
Romeo Rockstar,628924
Glenvale Bill,629324
Malachis Rose,629924
Chelms Rodger,630024
Makeit Flo,630224
Tromora Snoopy,630524
Turn On Phrase,630724
Finley,631524
Hollyoak Mickey,631724
Savana Frankel,632124
Colliers Brynner,632724
Letter Light,633124
Glosha Carol,633424
Sir Oreo,633624
Purmac Timmy,634024
Mineola Surprise,634124
Savana Survivor,634224
Razldazl Gucci,634424
Done Me Dosh,634524
Aero Azrich,634624
Geneva Chalky,635124
Savana Sarge,635624
Alnwick Potion,635724
Save Finley,636024
Handlesforforks,636124
Droopys Manebi,636424
Kilanders,637024
Da Man Joey,637324
Headford Tadgh,637424
Moanteen Cobra,638124
Kingdom Angel,638524
Wingates Jet,638624
Tinas Higa,639124
Charmed Abbie,639924
Ballyregan Tara,640024
Uss Georgia,640524
Good Maverick,640624
Liffeyside Oak,641324
Newtown Sinead,641424
Harlequin Quest,641824
To Dye For,642024
Blackhousereggie,642124
Blackpool Acey,642824
Tourrnareekbelle,643524
Darver Lassie,643624
Choices Cara,644124
Tanny Jezabelle,644224
Slipalong Peg,644424
Aero Dazzler,644624
Ridgedale Mazza,645224
Donishall Bolger,645524
Onyago Giorgio,645724
Plains Drifter,646124
Empiricism,646724
Easy Bullet,646924
Jimmys Dream,647224
Savanaheroubreio,647324
Droopys Fetch,647624
Spit The Dummy,647924
Greenwell Tyson,648124
Bawn Whisper,648224
Snaffi Star,648324
Savana Boycie,648624
Sole Mio,648824
Watermill Wade,649224
Fraser,649324
Only The Future,649424
Amka Wolf,649524
Set Shapovalov,649724
Ryder Rudolph,649924
Murrow Catatumbo,650224
Good Top Boy,650324
Fastnet Force,650424
Romeo Gusto,411286
Unthinkable,650624
Luminous Enoch,650824
Elite Liberty,650924
Droopys Poker,651024
Budge Up,651124
Balymacken Smile,651224
Knockard Gift,651524
Garryvoe Lucy,651624
Slanan Joe,651824
Glengar Isla,652124
Swift Saver,652324
Sarahsallyann,652724
Roxys Demon,653024
Alnwick Wrighty,653224
Lorenzos Grey,653624
Quality Style,653724
Sportsmans Jet,654324
Fabulous Eva,654424
Aayamza Crypto,654724
Esprit De Syd,655024
Listen Nelly,655224
Sandras Choice,655524
Never Grow Old,400025
Norths Carousel,400225
Mitzy Magic,400625
Fabulous Lotte,401525
Rusheen Elite,402625
Driving Champ,402925
Patchys Warrior,403225
Ballyshonin Ban,405025
Mandeville Rose,406025
Stunning Rusty,406525
Kevins Pride,407525
Mightbe Sheknows,408425
Appin,408525
Poppys Spire,409425
Samui Sixty,410325
Broadway Wonder,411125
Hannibal Lecter,411325
Black Tulip,412625
Amapola,412925
Tomacelli,110759
Never Back Down,413625
Redhot Agent,415025
Bay City Mojo,415125
Joyful Master,415325
Flaming Dawn,415525
Vettys Rumble,415625
Memories Talk,416125
Ballyneale Bird,417025
Make Me Call,418125
Olivers Classic,418525
Bridge Legend,418625
Derry Pilot,419225
Springwell Tomo,419325
Slaneyside Sand,420225
Swift Laois,420425
Corelish Bolt,421325
Millbank Roger,421925
Corley Royal,422925
Mountjoy Rebel,423625
Slaneyside Chick,424325
Unique Impact,424825
Mustang Messi,425025
Cathys Clown,425125
Hollyoak Daisy,425325
Denross Gretch,425425
Kincora Ace,425625
Millabbey Sorcha,425725
Garryglass Sammy,425925
Powerhouse Jack,426925
Lodge Lady,427025
Artistic Talent,427225
Le Lapin,427325
Nomadic Jet,427425
Lynnfield Dancer,427525
Crazy Horse,427825
Yella Dodo,428025
Josies Love,428425
Tromora Roxy,428725
Lexi Princess,429125
Miss Glis Glis,429225
Nippy Lass,429525
Derrylahan Boy,429725
Castleview Blitz,429925
Golf Walk,430225
Ballymac Patrice,430325
Knockalton Angel,430925
Trottie,431025
Charleys Choice,431225
Trapstyle Maxi,431625
Old Fort Melody,432325
Flamingo Jimmy,432425
Kilara Hey Mac,432525
Hotipp,432725
Corley Student,433125
Beechfield Star,433325
Ven Jura Ace,433425
Deanridge Pennys,433625
Savana Harmony,433725
Unlikely Jed,433925
Betty Lil,434025
Black Sagitta,434325
Kilmalady Gorge,434425
Markland Flight,434725
Galtee Fawkham,104871
Corley Ash,435025
Great Deal,435325
Coolview Caper,435525
Borwick Olly,435825
My Generation,436025
Senor Tom,436225
Farloe Calvera,436425
Mullpark Clare,436625
Iconic Serena,436825
Fiesty Ferret,436925
Ring Claire,437125
Brickhill Cait,437225
Swift Miranda,437425
Mill Rocko,438025
Rushwee Impact,438225
Sparkling Ellie,438525
Glenard Girl,438725
Mongys Girl,100472
My Boy Alfie,438925
Bubbly Storm,439025
Marston Mandy,439125
Express Cupid,439225
Ballybrazil Fly,439325
Farran Major,439525
Southern Henri,439925
Liosgarbh Charl,440125
Taranis Bolt,440225
Talavara Messie,440425
Borna Dinger,440525
Shoebox Lady,440725
Mr Smith,440825
Droopys Ribery,440925
Miners Friend,441325
Bishops Wood,441625
Luminous Queen,100700
Blackjack Bling,442125
Lavally Misty,442225
Early Kate,442625
Glynnscrosssally,442825
Moneyhill Mindy,443325
Peppermint Twist,443625
Paraphenalia,444025
Queenies Hi,444125
Confident Empire,444225
Amazing Rock,444825
Garrison Jake,445225
Unbelievable Tom,445425
Denwill Spark,445625
Musical Mall,445725
Zulu Jaguar,445825
Marinas Beauty,446225
Hot Fireball,446325
Castlegore Tipsy,446725
Sporting Dove,446825
Markland Fantasy,446925
Tod Court,447125
Flemish Status,447225
Keepers John,447425
Equal Deal,447925
Shoreroad Prince,448325
Corrin Butch,448425
Troika Flow,448725
Let Fly Damo,448925
Deanridge Angel,104963
Maxilla Mork,449225
Blackrose Khan,449525
Mags Brae,449625
Sambuka Sam,449825
Boola Tiny,449925
Academy Warrior,450325
Hi Rachael,450525
Swift Nemo,450625
Romeo Ricardo,450725
Leaders Return,451225
Morell Scooter,451325
Jolly Jack,451725
Glaise Lady,451925
Brosna Buddy,452025
Marston Jenny,452425
Pookies Storm,452525
Savana Stevie,452625
Tommylees Boy,452825
Green Diva,453025
Powers Cross,453725
Westmead Ivy,454025
Executive Suki,454125
Kitmins Cissy,454325
Sketch Book,454925
Backdoor Dazl,455125
Highfire Eagle,455225
Lemming Ben,455425
All Time Great,455525
Rhincrew Vicky,455825
Ceroc Grumpy,455925
Get On Kenzo,456025
Be Positive,456225
Leitrim Middle,456325
Golly Miss Molly,456425
Vermont,456525
Goodtimer,456825
Sandwich Toaster,457025
Pennys Sundance,457225
Jasons Gorgie,457525
Swift Era,458225
Malbay Ally,458325
Chopchop Suey,458525
Tarsna Tango,458625
Elderberry Dream,458725
Yassoo Keith,458825
Onikas Ring,458925
Windy Ridge,459225
Bumblebee Zack,459325
Patterdale Ernie,459525
Droopys Brighton,459625
Any Cheek,459725
Ardrahan Zapico,459825
Blackrose Elvis,459925
Ancient Music,460025
Courts Ad Fran,460325
Pennys Eclipse,460625
Kilpatrick Mo,460725
Suirview Maya,460825
Beat The Boss,461125
Kildare Gem,461525
Coolavanny Pat,109444
Riverside Tadgh,462125
Bang On Pippa,109280
Clare Bull,462325
Oor Wandrin Star,462425
Highfield Oak,462525
Lisnakill Piper,463325
Steeple Rd Amy,463425
Deejays Jacs,463525
Black Crow,630538
Vicarage Star,463825
Ballycraigy Gold,464025
Springwell Girl,464125
Monagea Magic,464225
Trapper Laura,464325
Haliska Rubra,464425
Tarbrook Teejay,464625
Foleysblackstuff,464825
Graigues Loch,465025
Denwill Rebel,465125
China Tea,465325
Glengiblin Phil,465725
Sarges Abbie,466125
Springwell Annie,466225
Barntick Dew,466425
Dees Huff,466525
Aero Alpha,466725
Da Vinci Cilla,466825
Lemming Womble,467225
Weather Balloon,467325
Coolavanny Wendy,467825
Cu Sith Eilidh,468025
Crooked Lake,468125
Express Fizz,468225
Monagea Victory,468425
Dangeray Dodger,468525
Dungill Melody,468725
Specks Lady,469225
Housekeeper,469425
Saving Day,469625
Ardera Apple,469925
Not A Drop,470125
Salthill Monarch,470225
Daniels Divine,470425
Outdoor Marie,467672
Pennys Tarzan,470725
Logans Bear,471225
Baran Blue Bee,471325
Shaneboy Jenny,471525
Bailey Blitz,471625
Monamintra Jodie,471725
Artistic Touch,471825
Coolavanny Scoby,471925
Ooaar Mammar,472325
Salacres Sanfont,472525
Close Touch,472625
Boynepark Home,479035
Sincere Peg,472825
Data Hunter,473325
Rachel Louise,102059
Spoton Chaffinch,473625
Grove Lodge,473725
Cheeky Pudsy,473925
Golden Affair,474225
Borna Days,474325
Rogers Rover,474425
Croaghill Midget,474525
Sunshine Sally,474725
Wicky Suarez,474825
Westmead Boss,475125
Haggswood Alpha,475325
Tuttles Tucana,475625
Hollyhill Zippy,475925
Jays Steel,476225
Do It Sport,476625
Ducklingtonbelle,476925
Springwell Jenny,477025
Black Zack,112037
Bens Brae,477425
Kerryroad Coot,477525
Excel Whitesox,477625
Midian Lisa,478225
Officer Jack,478425
Salthill Flash,478625
Dhustone Charlie,478825
Murrys Act,480025
Victoria Lane,480125
Honeygar Zeus,480425
Glenske Homer,480525
Stallone Freddie,480625
Cumbrian Girl,481025
Bowling Shelley,481225
Do It Legend,481325
Painstown Duke,496454
Gower Viv,482025
View Strength,482225
Kippers Angel,482325
Fairhill Mary,482425
Do It Son,482725
Kanika Prince,482825
Flaming Mission,496336
Blue Chaos,483325
Jockus Diva,483525
Ton Up Boy,483725
Monleek Dubai,483825
Free Is Good,483925
Billy Bantam,484025
Hare Ruffler,484125
Shaw Thing,484425
Droopys Amici,102192
Zenas Titanium,484925
Tyrur Stan,485325
Live King,485425
Tyson Jack,485525
Artistic Dawn,485925
Ardcroney Arya,486025
Pukka Tyler,486125
Cloncunny Nick,486225
Hewhodareswins,486525
Temprest Rumble,486625
Adrigole Sonia,486725
Head Up Kitty,486825
Princes Royal,486925
Kilara Pirate,487125
Flame Thrower,487525
Caits Henry,487625
Follow The Star,487725
Mount Brindle,488225
Faithless Lady,488325
Rockchase Payet,488525
Ghetto Power,488625
Dunbolg Juno,489125
Fridays Frame,489225
Hazelwood Terry,489425
Batman Flys,489525
Shaunas Mustang,489625
Evoden Rusco,490125
Cooladerry Toss,490425
Autumn Hella,490525
Sporting Dave,490625
Jettrock Dragon,490825
Wath Mercury,491025
Farran Buzz,491225
Bumblebee Olivia,491925
Derryhogan Biddy,492025
Big Time Ringo,492225
Lynnway City,492325
Hee Haws Winifer,492725
Skys Bradley,492925
Catunda Matthew,493125
Sheanadoah,493725
Tybar Lady,493825
Judge Flenk,494125
Frosties Tigress,494325
Lurriga Fox,494425
Seagrave Madison,494525
Ringtown Lucky,494625
Kilbarry Favour,496247
Smokestack Vicki,495425
Farran Renault,495525
Camlin Hawk,496025
Southest Rising,496325
Swift Ginger,496525
Kilkenny Emery,496625
Groveshill Sky,496825
Santro Mac,496925
Final Petal,497125
In Your Dreams,497225
Selkirk Poppet,497425
Lissan Pet,497725
Sahras Rio,497925
Slaneyside Tessa,498125
Bodens Thunder,498225
Mustang Action,498525
Florican Freddie,498925
Amelies Flyer,499125
Tourbo Faith,499225
Parkgate Mike,499325
Casino Benjy,499625
Capel Emerald,103423
Fahrenheit Betty,109310
Bonerea Ned,499925
Savedontspend,500325
Sunglow,500625
Decoy Chippy,500725
Chinese Alan,500825
Petite Honey,500925
Merc Dee,501325
Fenview Honey,501425
Cuckoo Martina,501525
Kilcoke Bill,501825
Clover Cody,502125
Sillan Sky,502225
Mill Dorit,502325
Rough Houdini,502425
Distant Bionard,502925
Moanteen Star,503225
Suki Shell,503325
Aghaburren Glory,503525
Decisive Sound,503925
Yassoo Barry,504025
Watergate Mike,504125
Flower Of Charm,504325
Twist Redrooster,504425
Brinkleys Poet,100946
Hard Border,505025
Wee Roxy,505125
Gangster Jack,505225
Luminous Prince,505325
Westwind Daddy,505425
Ross Ben,505525
Jayjays Diamond,505625
Highview Story,505725
Slaneyside Sisco,505825
Jazzy Jazz,506225
Salacres Bigjim,506325
Market Centre,506525
Blackwater Flash,506625
Our Missing Link,114070
Orient Omen,507125
Pennys Heaney,507325
Moanduff Fact,507425
Savana Thunder,507625
Crafty Booboo,507725
Milos Walk,507825
Target Paul,507925
Our Emily,508025
Savana Bear,508125
Droopys Local,508325
Burgess Pilot,508425
Woodyouknowthat,508525
Mallogs Iggy,508925
Fast Fit Sarah,509025
Antigua Ace,509125
John Dory,509225
Gonelikearocket,509425
Baybush Hulk,509525
Ballinacrow King,509625
Cashen Bugatti,509825
Warrior Leah,510125
Go Linden Gale,510225
Boynepark Larson,510325
Ten More,510425
Ketch Up Sand,510525
Ishealiveyet,510625
Kingsmill Boss,510725
Ballyneety Fly,510825
Mashmad Fernando,510925
Palatine Michael,511125
Last Minute Lisa,511225
Brownlee,511325
Slaneyside Ardal,511625
Oioi Freddy,511925
Frequent Flyer,512125
Moaning Mr Bean,512425
Our Unique Dixie,512725
Swift Road,513125
Tamna Pringle,513425
Express Icon,513525
Hilltop Boozer,513625
Droopys Heart,103885
Estrelita Lass,513825
Bonville Twirl,514025
Enchanted Shadow,514125
Slaneyside Sylvy,514225
Emers Tango,514325
Ruling Melody,514425
Sue,514825
Droopys Flea,514925
Fieldview Amber,515225
Slaneyside Hulk,515625
Skippers Ed,515925
Bartlemy Mary,516025
Hilldun Fancy,516225
Magical Wilma,516325
Dunaghy Kid,516625
Reagrove Bale,516725
Sickofbeinskint,516825
Ide Little Ted,516925
Moanteen Bentley,517025
Newtown Khan,517525
Treanmanagh Sky,517625
Jodys Pride,517725
Harwood Lemon,517825
Savana Frank,517925
After Dark,518825
Elba Sara,519125
Kranky Andrew,519225
Coney Elaine,519525
Elderberry Rey,519625
Showtime Bullet,520125
Trapstyle Boston,520425
Haggswood Mayhem,520825
Coney Klassique,521025
Lady Victorian,521125
Swift Sensible,521325
Lizzies Legend,521425
Colston Enzo,521525
Brynoffa Pip,521925
Swift Wombat,522025
Dun Emer Duke,522325
Onyx Rock,522425
Chanceme Pancy,522525
Gerrys Sky,522625
Courts Ad Lyn,522725
Teddybear Maxi,522825
Jumeirah Tango,522925
Redbrick Riley,523025
Droopys Terra,523325
Last Slice,524025
Kilwest Secret,524225
Saleen Impact,524725
Deadly Expert,524925
Makeit Patchys,525325
Fit For Racing,525725
Bower Luke,525925
Our Dog Jacko,526025
Waltham Queen,526625
Feen Queen,526825
Waltham Magic,108829
Waikiki Lass,527225
Some Smiler,527325
Rallying Dash,527425
Waverley,527525
Moors Turbo,527825
Highview Ava,527925
Sioux Rising,528125
Whats Zoe Upto,528325
Oonahs Keira,528425
Romeo Tyrion,529125
Drahbeg Dart,529525
Harlem Rose,529625
Church Drive Joe,529825
Coyote Caviar,530125
Roedhelm Ezra,530225
Musical Blue,530525
Salacres Neeson,530725
Burkos Dream,102912
Marys Roddick,530925
Madabout Abbey,531025
Cloverhill King,531525
Easy Hanseyboy,531625
Toms Machine,531725
Jetstream Spring,531825
Fenway Glory,532125
Madabout Power,532425
Wait For Us,532525
Matts Lucy,532625
Piemans King,532925
Smalllittlething,533225
Opal,533525
Lughill Blitz,534125
Dapper Sue,534325
Beach Avenue,534525
Bonnie Duke,534725
Kennys Dream,534825
Brookside Sting,535025
Kingdom Comet,535125
Tee Pe Que,535325
Boreen Daisy,535825
Frankies Ten,535925
Dark Crusader,536225
Rising Coco,536825
Low Tide,536925
Gypsy King,537025
Glenhead Angel,537425
Mountcashel Jet,537525
Maglass Jet,537825
Jesttoimpress,538225
Skipalong Nidge,538525
Kooks,539125
Feora Jack,539525
Uh Oh Stinky,539725
Honour Bowie,539825
Bodacious,539925
Swift Binding,540125
Ardera Salah,540325
Vicarage Sniper,540425
Yassoo Laney,540625
Hunters Missy,540925
Derramore Queen,541025
Pesky Ollie,541225
Alwaysme Toblame,541325
Blue Llama,541625
Barnfield Spider,541925
Black Long Bow,105073
Oh My Life,542425
Anchor Blake,542625
Beaming Bernyee,542725
Iconic Jones,542925
Supreme Nerthus,543025
Versace Baby,543225
Marlfield Berta,543325
Killieford Defoe,543525
Lady Marzia,543825
Fast Fit Joy,543925
Shunters Sky,544025
Longvale Tina,544225
Chubbys Sonic,544725
Burgess Jewel,545025
Sinabhfuilmac,545225
Leaha Abbie,545325
Dannys Eva,545425
Fat Fergus,545525
Spill The Beans,546225
Black Bonnie,546325
Bens Last Chance,546525
Cristabol,546625
Measure Me,546725
Glamorous Vicky,546925
Rabble Rouser,547025
Slaheny Sandy,547325
Ardera Blake,547425
Killeacle Ricky,547625
Shyforty,547725
Outlaw Cain,548225
Sheriff Leaf,548325
Zabriskie,548625
Down Load,549325
Auchen Haggis,549425
Kelva Blue Boy,549825
Bangor Jose,549925
Westforth Rufus,550125
Kinnerside Cop,550225
Brosna Jet,550425
Ferryforth Teddy,550525
Anglesey Samtime,550925
Peads Pickles,551025
Black Eyed Razl,551125
Ginnys Girl,551425
Spot Me Missile,551725
Energize Omaha,551825
Baggios Maid,551925
Castlerock Robin,552025
Agilis Flame,552225
Moss Row Miocic,552425
Toems Rosie,552625
Optic Bandit,552725
Buttons Martini,553025
Oakgrove Zac,553125
Ardera Crystal,553325
Knockbann Elvis,553425
Dino Rex,553725
Meala Princess,553825
Emers Taz,553925
Moes Dilemma,554025
Bang On Kathleen,554225
Keeperhill Alfie,554325
Cloheena Daisy,554625
Mcnivens Dream,554725
Effernogue Apple,582025
Ceide Fields,582125
Easy Spirit,582325
Drumcrow Bama,582725
Wheres Lillie,582825
Holycross Major,582925
Murlens Sydney,583025
Knockanna Flash,584325
Teejays Mel,584425
Honeysuckle,584725
Wor Nelly,584825
Ballymac Spirit,585025
Guidance,585425
Bogger Bongo,585525
Drumdoit Junior,587225
Crossfield Kyle,587925
Lemming Spice,588025
Pillow Talk,588225
Bridevalley Rock,588525
Spitfire Hawk,584793
Moreton Fox,588825
Isabella Ruby,588925
Drifting Macey,589225
Romantic Mary,589325
Grab My Shades,589425
Found A Gem,590825
Confey Echo,590925
Drive Me Nuts,591225
Coppice Fox,591325
Hotel Manager,591525
Russanda Unique,592125
Findo Gask,593025
Droopys Serenade,593325
Newinn Kelly,593425
Lasting Memory,593525
Fabulous Demand,106151
Stone Of Life,593825
Burgess Piper,593925
One Day Ralph,594025
Eire Eddie,594125
Busters Jessie,600025
Honour Maximus,600125
Razorback,600225
Going Electric,600325
Go Buy Baileys,600425
Longacres Weehen,600525
Tomahurra Flower,600625
Fagans Angel,600825
Seomra Daly,602425
Maglass Sid,604425
Amaze Me Mel,604625
Cranked Up,604825
Low Pressure,605225
Olivetree Eva,605325
Easy Touch,605525
Precede,605825
Ranches Chancer,605925
Ballymac Sona,606825
Aines Wish,607625
Knockduff Markle,608925
Bonitas Beauty,609025
Tiermana Elm,609125
Ballymac Diverse,609325
Roxhill Monarch,609425
Cup Cake Tornado,609625
Killglen Noah,609825
Gert Majesty,609925
Knockglass Penny,604877
No Sparkle,610225
Southfield Dove,610325
Sandling Bunny,610725
Decisive Terri,611925
Easy Gadjet,612025
Master Jet Lee,612425
Keplar Quill,612525
Silk Sonic,612825
Carlin Sweetpea,613225
Ballymac Mags,613325
Why Wasnt Itold,613425
Greatness,614925
Narabane Sive,615025
Hobs Bicker,619325
Savana Artemis,619425
Roland Darat,619525
Madeira,619825
Droopys Google,619925
Pads Machine,620025
Runaway Rambler,620225
Tromora Kiss,620425
Pennylane Cocoa,620525
Romantic Blue,621160
Timmys Rover,620925
Gartcloss Ronnie,621025
Capel Cutie,621125
Shooter Mcgavin,621225
All Geared Up,621325
Beechwood Tony,106481
Flying Teddy,621525
Aayamza Xena,621625
Laughil Jess,621825
Springwood Kane,621925
Moaning Gentile,622125
Tiermana Dill,622225
Kilwest Monty,622325
Kingdom Panther,622425
Trying As Always,622725
Lukes Coco,623025
Ballydoyle View,623125
Midas Gears,623725
Farloe United,624225
Mountcashel Tess,624325
Swift Addison,624525
Wendil Wander,624725
Loggies Morty,624925
Annies Rankin,625025
Courtstown Bono,625125
Dark Lady,625225
Trinity Bestie,625325
Nissels Speckle,625425
Dalton Picalo,625725
Fastnet Chick,625925
Return To Me,626125
Lexis Ironman,626325
Monroe Modra,626425
Caseys Linda,626925
Wildcat Joe,627125
Consider It Done,627325
Din Again,627425
Tip Top Maverick,627525
Skyfall Spark,627625
Maceyslittlegem,628025
Hollyoak Spartan,628425
Ounces Of Gold,628525
Ten Of Hearts,628625
Lagile Okay,628825
Farione,629225
Blastoff Mainoo,629425
Victory Club,629525
Jim By Two,629825
Brinkleys Ginger,630025
Jamies Gift,630225
Aero Sizzler,630525
Bing Fairway,631025
High Trend,631225
Greenys Dollar,631425
Shelbys Girl,631625
Dixies Shadow,631825
Unwanted Present,632125
Letter Bridie,632325
Popa Sully,632425
Ballymurry Rosy,632525
Colliers Bucholz,632725
Popper Shazza,632925
Bills Caxton,633025
Brosna Suzy,633125
Savana Talisa,633325
Spur Hill Finny,633525
Annies Boy,633725
One Sec Miya,621082
Avongate Adonis,634225
Wrens Yarn,634525
Longacres Honey,634625
Faypoint Harvey,634725
Mohican Ellie,634925
Ballymac Lawless,635025
Always Grayson,635125
Never Be Blue,635225
Malibu Rico,635425
Alnwick Pickle,635725
Fiery Sally,635825
Ballyhimikin Dan,636625
Millroad Bowie,636725
Gladys All Over,636825
All Long,637125
Young Feather,637725
Boherduff Bocko,637825
Savana Eliza,637925
Vixons Dancer,638125
Patriot Missile,638225
Kingsley Boogi,638325
Kingdom Hawk,638525
You Win Again,638825
Arthur Crumpet,639125
Champagne Zombie,639225
Headford Cat,639425
Swift Elliot,639525
Westfield Weasel,639725
Harlequin Perky,640025
Rowans Express,640125
Princes Legacy,640225
Nellys Magoo,640425
Uss Argonaut,640525
Epic Gold,640625
Eevie Bean,640825
Mineola Bam Bam,641225
Taylormade Bono,641525
Mylerstown Sage,641825
Hazelhill Gem,641925
Dye Trying,642025
Millbank Boiler,642225
Savana Ding Dong,643525
Rathcrea Bale,643825
Petite Trudi,643925
Good Echo,644125
Cloneen Gift,644525
Unknown Bandit,644925
Always Harlow,645025
Scotia,645725
Hes Mighty,645825
Alno Dee,646025
Slingshot Ceecee,646125
Race For Spud,646225
Winnie Marie,646925
Savana Hekla,647325
Droopys Job,647625
Blue Woody,647925
Greenwell Gypsy,648125
Gainstown Sky,648225
Haverhill Lass,648725
Mohican Carly,648825
Kilbarry West,649025
Amka Raven,649225
Amka Bandit,649525
Ryder Robyn,649925
Romeo Alliance,400956
Glengar Henry,650925
Eagles Shelby,651025
Sigh Of Relief,651125
Grovenor Anna,652025
Tommys Snowman,652325
Swift Noirs,652625
Butdarewaseight,652725
Doreens Cedar,653025
Unlikely Coco,653125
Deecee Ava,653425
Mid Tipp Mary,654225
Harley Hitch,654325
Old Fort Scooter,654825
Catchem Fire,655025
Go Grainne,400026
Sheepwalk Best,400326
Northland Rocky,400626
Bunratty,400726
Bickerton Olive,401426
Burgess Larry,402226
Manu Echo,403026
Drumsna Major,403926
Loyal Maximus,404326
Patsys Flight,405726
Cals Streak,113087
Stunning Harvey,406526
Slaneyside Pippa,407826
Droopys Paree,106571
Midfield,408326
Tromora Rogue,409326
Lemon Swiper,410026
Samui Thirty,410326
Slaneyside Simon,410926
Farloe Thomas,411526
Ardera Hero,411726
Pond Amylee,412626
Questoe Per Te,412926
Beas Ebony,413726
Nadurra Romance,413826
Hattys Blue Max,415126
Vettys Ace,415626
Blazing Star,416326
Feora Central,416526
Fading Star,416626
